"OWNER","TABLE_NAME","COLUMN_ID","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","NULLABLE"
NEAC,ACID,1,ID,VARCHAR2,255,,N
NEAC,ACID,2,DATA_HORA_FATO,VARCHAR2,255,,Y
NEAC,ACID,3,VEICULO_VITIMA,VARCHAR2,255,,Y
NEAC,ACID,4,MODELO_VEIC_VITIMA,VARCHAR2,255,,Y
NEAC,ACID,5,AREA_LIMITE,VARCHAR2,255,,Y
NEAC,ACID,6,OBSTACULO,VARCHAR2,255,,Y
NEAC,ACID,7,KM_VIA,VARCHAR2,255,,Y
NEAC,ACID,8,TIPO_VIA,VARCHAR2,255,,Y
NEAC,ACID,9,CONDICAO_VITIMA,VARCHAR2,255,,Y
NEAC,ACID,10,CAUSA_ACIDENTE,VARCHAR2,255,,Y
NEAC,ACID,11,TURNO_ACIDENTE,VARCHAR2,255,,Y
NEAC,ACID,12,ID_CM_AT_FK,NUMBER,22,,Y
NEAC,ACID_copy,1,ID,VARCHAR2,255,,N
NEAC,ACID_copy,2,DATA_HORA_FATO,VARCHAR2,255,,Y
NEAC,ACID_copy,3,VEICULO_VITIMA,VARCHAR2,255,,Y
NEAC,ACID_copy,4,MODELO_VEIC_VITIMA,VARCHAR2,255,,Y
NEAC,ACID_copy,5,AREA_LIMITE,VARCHAR2,255,,Y
NEAC,ACID_copy,6,OBSTACULO,VARCHAR2,255,,Y
NEAC,ACID_copy,7,KM_VIA,VARCHAR2,255,,Y
NEAC,ACID_copy,8,TIPO_VIA,VARCHAR2,255,,Y
NEAC,ACID_copy,9,CONDICAO_VITIMA,VARCHAR2,255,,Y
NEAC,ACID_copy,10,CAUSA_ACIDENTE,VARCHAR2,255,,Y
NEAC,ACID_copy,11,TURNO_ACIDENTE,VARCHAR2,255,,Y
NEAC,ACID_copy,12,ID_CM_AT_FK,NUMBER,22,,Y
NEAC,ACIDENTE_TRANSITO,1,ID_CM_AT_FK,NUMBER,22,,N
NEAC,ACIDENTE_TRANSITO,2,VEICULO_VITIMA,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,3,MODELO_VEIC_VITIMA,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,4,AREA_LIMITE,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,5,OBSTACULO,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,6,KM_VIA,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,7,TIPO_VIA,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,8,CONDICAO_VITIMA,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,9,CAUSA_ACIDENTE,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,10,TURNO_ACIDENTE,VARCHAR2,4000,,Y
NEAC,ACIDENTE_TRANSITO,11,ID_ACID_TRANSITO,NUMBER,22,,N
NEAC,ACIDENTE_TRANSITO,12,ALTER_DATE,TIMESTAMP(6),11,,Y
NEAC,ACIDENTE_TRANSITO,13,COR,VARCHAR2,150,,Y
NEAC,ACIDENTE_TRANSITO,14,POTENCIA,VARCHAR2,150,,Y
NEAC,ACIDENTE_TRANSITO,15,RODOVIA,VARCHAR2,150,,Y
NEAC,ACIDENTE_TRANSITO,16,ID_MODELO_FK,NUMBER,22,,Y
NEAC,ACIDENTE_TRANSITO,17,MARCA_VEIC_VITIMA,NUMBER,22,,Y
NEAC,AISP,1,COD_AISP,NUMBER,22,,N
NEAC,AISP,2,COD_RISP,NUMBER,22,,N
NEAC,AISP,3,DSC_AISP,VARCHAR2,55,,N
NEAC,AMBIENTE,1,AMBIENTE,VARCHAR2,255,,Y
NEAC,AMBIENTE,2,ID_AMBIENTE,NUMBER,22,38,N
NEAC,AMBIENTE_CVP,1,AMBIENTE,VARCHAR2,255,,Y
NEAC,AMBIENTE_CVP,2,ID,NUMBER,22,,N
NEAC,ANTECEDENTES,1,ID,NUMBER,22,,N
NEAC,ANTECEDENTES,2,ANTECEDENTES,VARCHAR2,100,,Y
NEAC,ANTECEDENTES,3,GRUPO_ANTECEDENTES,VARCHAR2,100,,Y
NEAC,ANTECEDENTES,4,ORDEM,NUMBER,22,,Y
NEAC,ARMA,1,ID_ARMA,NUMBER,22,,N
NEAC,ARMA,2,FABRICACAO,VARCHAR2,255,,Y
NEAC,ARMA,3,TIPO_ARMA,VARCHAR2,255,,Y
NEAC,ARMA,4,USO,VARCHAR2,255,,Y
NEAC,ARMA,5,IDCIDADE,NUMBER,22,,Y
NEAC,ARMA,6,DATA_HORA_FATO,TIMESTAMP(6),11,,Y
NEAC,ARMA,7,CALIBRE,VARCHAR2,255,,Y
NEAC,ARMA,8,STATUS,VARCHAR2,255,,Y
NEAC,ARMA VS SEMANA,1,ID_ARMA,NUMBER,22,,N
NEAC,ARMA VS SEMANA,2,GRUPO_CRIME,VARCHAR2,255,,Y
NEAC,ARMA VS SEMANA,3,TIPO_ARMA,VARCHAR2,255,,Y
NEAC,ARMA VS SEMANA,4,CIDADE_FATO,VARCHAR2,255,,Y
NEAC,ARMA VS SEMANA,5,BAIRRO_FATO,VARCHAR2,255,,Y
NEAC,ARMA VS SEMANA,6,DATA_HORA_FATO,TIMESTAMP(6),11,,Y
NEAC,ARMA VS SEMANA,7,DATA_HORA,DATE,7,,Y
NEAC,ARMA VS SEMANA,8,SEMANA_ANO,NUMBER,22,38,Y
NEAC,ARMA1,1,TIPO,NUMBER,22,,Y
NEAC,ARMA1,2,OBS,CLOB,4000,,Y
NEAC,ARMA1,3,CALIBRE,VARCHAR2,5,,Y
NEAC,ARMA1,4,MARCA_MODELO,VARCHAR2,20,,Y
NEAC,ARMA1,5,USO,VARCHAR2,10,,Y
NEAC,ARMA1,6,FABRICACAO,VARCHAR2,11,,Y
NEAC,ARMA1,7,CODIGO,VARCHAR2,14,,Y
NEAC,ARMA1,8,NUMERO,VARCHAR2,15,,Y
NEAC,ARMA1,9,SINARM,VARCHAR2,20,,Y
NEAC,ARMA1,10,DELEGACIA,NUMBER,22,,Y
NEAC,ARMA1,11,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,ARMA1,12,MODELO,VARCHAR2,100,,Y
NEAC,AUDITORIA_ARCGIS,1,ID,NUMBER,22,,Y
NEAC,AUDITORIA_ARCGIS,2,DATA_ACESSO,TIMESTAMP(6),11,,Y
NEAC,AUDITORIA_ARCGIS,3,USUARIO,VARCHAR2,255,,Y
NEAC,AUDITORIA_ARCGIS,4,IP,VARCHAR2,25,,Y
NEAC,AUDITORIA_PENTAHO,1,USUARIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO,2,SESSAO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO,3,DATA_HORA,DATE,7,,Y
NEAC,AUDITORIA_PENTAHO,4,TIPO_CONSULTA,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO,5,RELATORIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO,6,CONSULTA,VARCHAR2,4000,,Y
NEAC,AUDITORIA_PENTAHO,7,COMPARA,VARCHAR2,4000,,Y
NEAC,AUDITORIA_PENTAHO_AUX,1,USUARIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX,2,SESSAO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX,3,DATA_HORA,DATE,7,,Y
NEAC,AUDITORIA_PENTAHO_AUX,4,TIPO_CONSULTA,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX,5,RELATORIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX,6,CONSULTA,VARCHAR2,4000,,Y
NEAC,AUDITORIA_PENTAHO_AUX,7,COMPARA,VARCHAR2,4000,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,1,USUARIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,2,SESSAO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,3,DATA_HORA,DATE,7,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,4,TIPO_CONSULTA,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,5,RELATORIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,6,CONSULTA,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_AUX_DEV,7,COMPARA,VARCHAR2,2000,,Y
NEAC,AUDITORIA_PENTAHO_DEV,1,USUARIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_DEV,2,SESSAO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_DEV,3,DATA_HORA,DATE,7,,Y
NEAC,AUDITORIA_PENTAHO_DEV,4,TIPO_CONSULTA,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_DEV,5,RELATORIO,VARCHAR2,256,,Y
NEAC,AUDITORIA_PENTAHO_DEV,6,CONSULTA,VARCHAR2,4000,,Y
NEAC,AUDITORIA_PENTAHO_DEV,7,COMPARA,VARCHAR2,4000,,Y
NEAC,AUTORES_COMPARA,1,ID,NUMBER,22,,N
NEAC,AUTORES_COMPARA,2,NUM_ENV,VARCHAR2,255,,N
NEAC,AUTORES_COMPARA,3,NOME_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,4,ALCUNHA_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,5,MAE_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,6,PAI_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,7,CPF,VARCHAR2,20,,Y
NEAC,AUTORES_COMPARA,8,RG,VARCHAR2,22,,Y
NEAC,AUTORES_COMPARA,9,DATA_NASC,DATE,7,,Y
NEAC,AUTORES_COMPARA,10,IDADE,NUMBER,22,,Y
NEAC,AUTORES_COMPARA,11,ENDERECO,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,12,BAIRRO,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,13,CIDADE,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,14,SEXO,CHAR,3,,Y
NEAC,AUTORES_COMPARA,15,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,AUTORES_COMPARA,16,NOME_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,17,ALCUNHA_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,18,MAE_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,19,PAI_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,20,CPF_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,21,RG_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA,22,ID_AUTOR,NUMBER,22,,Y
NEAC,AUTORES_COMPARA,23,NOTA,NUMBER,22,,Y
NEAC,AUTORES_COMPARA,24,CIDADE_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,1,ID,NUMBER,22,,N
NEAC,AUTORES_COMPARA1_copy,2,NUM_ENV,VARCHAR2,255,,N
NEAC,AUTORES_COMPARA1_copy,3,NOME_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,4,ALCUNHA_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,5,MAE_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,6,PAI_AUTOR,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,7,CPF,VARCHAR2,20,,Y
NEAC,AUTORES_COMPARA1_copy,8,RG,VARCHAR2,22,,Y
NEAC,AUTORES_COMPARA1_copy,9,DATA_NASC,DATE,7,,Y
NEAC,AUTORES_COMPARA1_copy,10,IDADE,NUMBER,22,,Y
NEAC,AUTORES_COMPARA1_copy,11,ENDERECO,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,12,BAIRRO,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,13,CIDADE,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,14,SEXO,CHAR,3,,Y
NEAC,AUTORES_COMPARA1_copy,15,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,AUTORES_COMPARA1_copy,16,NOME_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,17,ALCUNHA_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,18,MAE_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,19,PAI_AUTOR_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,20,CPF_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,21,RG_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_COMPARA1_copy,22,ID_AUTOR,NUMBER,22,,Y
NEAC,AUTORES_COMPARA1_copy,23,NOTA,NUMBER,22,,Y
NEAC,AUTORES_COMPARA1_copy,24,CIDADE_LIM,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,1,ID_AUTOR,NUMBER,22,,N
NEAC,AUTORES_INDICE,2,ID_AUTOR_PM,NUMBER,22,,Y
NEAC,AUTORES_INDICE,3,ALCATRAZ,NUMBER,22,,Y
NEAC,AUTORES_INDICE,4,FACCAO,VARCHAR2,50,,Y
NEAC,AUTORES_INDICE,5,PENAS,NUMBER,22,,Y
NEAC,AUTORES_INDICE,6,NOME,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,7,ALCUNHA,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,8,MAE,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,9,PAI,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,10,DT_NASC,DATE,7,,Y
NEAC,AUTORES_INDICE,11,SEXO,VARCHAR2,2,,Y
NEAC,AUTORES_INDICE,12,CPF,VARCHAR2,255,,Y
NEAC,AUTORES_INDICE,13,RG,VARCHAR2,255,,Y
NEAC,BAIRRO,1,COD_BAIRRO,NUMBER,22,,N
NEAC,BAIRRO,2,COD_CIDADE,NUMBER,22,,N
NEAC,BAIRRO,3,COD_AISP,NUMBER,22,,N
NEAC,BAIRRO,4,DSC_BAIRRO,VARCHAR2,55,,Y
NEAC,BKP_MORTE,1,OBJECTID,VARCHAR2,50,,Y
NEAC,BKP_MORTE,2,INFO_CONFERE,VARCHAR2,50,,Y
NEAC,BKP_MORTE,3,HOMICIDIO_DETALHE,VARCHAR2,100,,Y
NEAC,BKP_MORTE,4,NOME_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,5,ALCUNHA_VITIMA,VARCHAR2,100,,Y
NEAC,BKP_MORTE,6,SEXO_VITIMA,VARCHAR2,50,,Y
NEAC,BKP_MORTE,7,IDADE_VITIMA,VARCHAR2,50,,Y
NEAC,BKP_MORTE,8,ESTADO_CIVIL,VARCHAR2,50,,Y
NEAC,BKP_MORTE,9,OCUPACAO_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,10,ESCOLARIDADE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,11,NASC_VITIMA,VARCHAR2,50,,Y
NEAC,BKP_MORTE,12,BO_PC,VARCHAR2,255,,Y
NEAC,BKP_MORTE,13,SUBJETIVIDADE,VARCHAR2,255,,Y
NEAC,BKP_MORTE,14,SUBJETIVIDADE_COMPLEMENTAR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,15,INSTRUMENTO_UTILIZADO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,16,OBSERVACOES,VARCHAR2,255,,Y
NEAC,BKP_MORTE,17,DATA_HORA_FATO,TIMESTAMP(6),11,,Y
NEAC,BKP_MORTE,18,NIC,VARCHAR2,50,,Y
NEAC,BKP_MORTE,19,COR_RACA_VITIMA,VARCHAR2,50,,Y
NEAC,BKP_MORTE,20,CIDADE_FATO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,21,BAIRRO_FATO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,22,ENDERECO_FATO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,23,LOCAL_FATO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,24,IML,VARCHAR2,255,,Y
NEAC,BKP_MORTE,25,BO_SISGOU,VARCHAR2,255,,Y
NEAC,BKP_MORTE,26,MAE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,27,AFINIDADE_AGRESSOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,28,RELATORIO_IC,VARCHAR2,255,,Y
NEAC,BKP_MORTE,29,LINK_SITE,VARCHAR2,255,,Y
NEAC,BKP_MORTE,30,ARMA_UTILIZADA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,31,AISP,VARCHAR2,255,,Y
NEAC,BKP_MORTE,32,RISP,VARCHAR2,255,,Y
NEAC,BKP_MORTE,33,LATITUDE,VARCHAR2,50,,Y
NEAC,BKP_MORTE,34,LONGITUDE,VARCHAR2,50,,Y
NEAC,BKP_MORTE,35,AREA_LIMITE,VARCHAR2,50,,Y
NEAC,BKP_MORTE,36,PT_REF_FATO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,37,KM_VIA,VARCHAR2,100,,Y
NEAC,BKP_MORTE,38,VEICULO_VITIMA,VARCHAR2,100,,Y
NEAC,BKP_MORTE,39,MODELO_VEIC_VITIMA,VARCHAR2,100,,Y
NEAC,BKP_MORTE,40,CONDICAO_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,41,CAUSA_ACIDENTE,VARCHAR2,255,,Y
NEAC,BKP_MORTE,42,OBSTACULO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,43,NOME_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,44,IDADE_AUTOR,VARCHAR2,50,,Y
NEAC,BKP_MORTE,45,SEXO_AUTOR,VARCHAR2,50,,Y
NEAC,BKP_MORTE,46,ESCOLARIDADE_AUTOR,VARCHAR2,50,,Y
NEAC,BKP_MORTE,47,OBSERVACAO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,48,ANTECEDENTES,VARCHAR2,255,,Y
NEAC,BKP_MORTE,49,ID_CONTROLE_MORTE,VARCHAR2,50,,Y
NEAC,BKP_MORTE,50,TIPO_VIA,VARCHAR2,100,,Y
NEAC,BKP_MORTE,51,COD_ENV_PC,VARCHAR2,255,,Y
NEAC,BKP_MORTE,52,COD_ENV_PM,VARCHAR2,255,,Y
NEAC,BKP_MORTE,53,VEIC_UTILIZADO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,54,SITUACAO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,55,TURNO_ACIDENTE,VARCHAR2,255,,Y
NEAC,BKP_MORTE,56,SITUACAO_ESPECIAL,VARCHAR2,255,,Y
NEAC,BKP_MORTE,57,DATA_HORA_IML,VARCHAR2,50,,Y
NEAC,BKP_MORTE,58,QTD_TIROS,VARCHAR2,32,,Y
NEAC,BKP_MORTE,59,QTD_AUTORES,VARCHAR2,32,,Y
NEAC,BKP_MORTE,60,ESTADO_CIVIL_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,61,ID,VARCHAR2,32,,Y
NEAC,BKP_MORTE,62,AUTORES_ENVOLVIDOS,VARCHAR2,255,,Y
NEAC,BKP_MORTE,63,VEICULO_UTILIZADO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,64,IDBKP,NUMBER,22,,N
NEAC,BKP_MORTE,65,VULNERABILIDADE_VITIMA,VARCHAR2,50,,Y
NEAC,BKP_MORTE,66,ANTECEDENTES_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,67,ALTER_DATE,TIMESTAMP(6),11,,Y
NEAC,BKP_MORTE,68,STATUS_SOCORRO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,69,COD_PM_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,70,COD_PC_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,71,CIDADE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,72,BAIRRO_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,73,ENDERECO_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,74,PT_REF_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,75,LATITUDE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,76,LONGITUDE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,77,COMUNIDADE_VITIMA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,78,CIDADE_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,79,BAIRRO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,80,ENDERECO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,81,PT_REF_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,82,LATITUDE_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,83,LONGITUDE_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,84,COMUNIDADE_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,85,MOTIV_INICIAL,VARCHAR2,255,,Y
NEAC,BKP_MORTE,86,MOTIV_FINAL,VARCHAR2,255,,Y
NEAC,BKP_MORTE,87,TIPO_PROCEDIMENTO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,88,ILICITO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,89,DATA_HORA_INSTAURACAO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,90,DATA_HORA_CONCLUSAO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,91,FORMA_CONCLUSAO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,92,SITUACAO_INQUERITO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,93,NUM_INQUERITO_PC,VARCHAR2,255,,Y
NEAC,BKP_MORTE,94,DATA_ENVIO_JUS,VARCHAR2,255,,Y
NEAC,BKP_MORTE,95,NUM_PROC_JUSTICA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,96,INFO_COMP_INQUERITO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,97,SITUACAO_ESP_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,98,CAD,VARCHAR2,255,,Y
NEAC,BKP_MORTE,99,CPP,VARCHAR2,255,,Y
NEAC,BKP_MORTE,100,QTD_INQUERITO_PC,VARCHAR2,255,,Y
NEAC,BKP_MORTE,101,HISTORICO_IC,VARCHAR2,200,,Y
NEAC,BKP_MORTE,102,HISTORICO_PM,CLOB,4000,,Y
NEAC,BKP_MORTE,103,HISTORICO_PC,CLOB,4000,,Y
NEAC,BKP_MORTE,104,NUM_OBITO,VARCHAR2,200,,Y
NEAC,BKP_MORTE,105,DATA_HORA_INSERT,VARCHAR2,255,,Y
NEAC,BKP_MORTE,106,DATA_HORA_UPDATE,VARCHAR2,255,,Y
NEAC,BKP_MORTE,107,ARMA_RESISTENCIA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,108,TP_USO_ARMA_RESISTENCIA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,109,STATUS_DELEGADO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,110,STATUS_PERICIA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,111,STATUS_NECROPSIA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,112,SERVIDOR_RESPONSAVEL,VARCHAR2,255,,Y
NEAC,BKP_MORTE,113,STATUS_MP,VARCHAR2,255,,Y
NEAC,BKP_MORTE,114,OBS_RESISTENCIA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,115,CPF_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,116,CARGO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,117,LOCAL_TRABALHO_AUTOR,VARCHAR2,255,,Y
NEAC,BKP_MORTE,118,OBS_GEO,VARCHAR2,255,,Y
NEAC,BKP_MORTE,119,DESOVA,VARCHAR2,255,,Y
NEAC,BKP_MORTE,120,COORD_STATUS,VARCHAR2,255,,Y
NEAC,BKP_MORTE,121,ID_DUPLICATED,VARCHAR2,255,,Y
NEAC,BO,1,NUMERO,VARCHAR2,14,,Y
NEAC,BO,2,NATUREZA_FATO,NUMBER,22,,Y
NEAC,BO,3,CIDADE_FATO,NUMBER,22,,Y
NEAC,BO,4,DATA_HORA_FATO,TIMESTAMP(6),11,,Y
NEAC,BO,5,INSTRUMENTO,NUMBER,22,,Y
NEAC,BO,6,AFINIDADE_VIT_AUT,NUMBER,22,,Y
NEAC,BO,7,QT_DROGA,VARCHAR2,30,,Y
NEAC,BO,8,TIPO_DROGA,NUMBER,22,,Y
NEAC,BO,9,DATA_HORA_COMUNICACAO,TIMESTAMP(6),11,,Y
NEAC,BO,10,DATA_HORA_ALTERACAO,TIMESTAMP(6),11,,Y
NEAC,BO,11,RELACAO_HOMOFOBIA,NUMBER,22,,Y
NEAC,BO,12,DELEGACIA,NUMBER,22,,Y
NEAC,BO,13,DELEGACIA_DESTINO,NUMBER,22,,Y
NEAC,BO_ARMA,1,BO,VARCHAR2,14,,Y
NEAC,BO_ARMA,2,ARMA,VARCHAR2,14,,Y
NEAC,BO_ARMA,3,RELACAO,CHAR,1,,Y
NEAC,BO_ARMA,4,RESPONSAVEL_REGISTRO,VARCHAR2,11,,Y
NEAC,BO_ARMA,5,LOCAL_REGISTRO,VARCHAR2,4,,Y
NEAC,BO_ARMA,6,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,BO_DROGA,1,BO,VARCHAR2,14,,Y
NEAC,BO_DROGA,2,CODIGO_DROGA,NUMBER,22,,Y
NEAC,BO_DROGA,3,UNIDADE_MEDIDA,VARCHAR2,2,,Y
NEAC,BO_DROGA,4,QUANTIDADE,NUMBER,22,,Y
NEAC,BO_DROGA,5,OBS,CLOB,4000,,Y
NEAC,BO_DROGA,6,RESPONSAVEL_REGISTRO,VARCHAR2,11,,Y
NEAC,BO_DROGA,7,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,BO_DROGA,8,CHAVE,NUMBER,22,,Y
NEAC,BO_ENVOLVIDO,1,BO,VARCHAR2,14,,Y
NEAC,BO_ENVOLVIDO,2,ENVOLVIDO,VARCHAR2,14,,Y
NEAC,BO_ENVOLVIDO,3,RELACAO,CHAR,1,,Y
NEAC,BO_ENVOLVIDO,4,RESPONSAVEL_REGISTRO,VARCHAR2,11,,Y
NEAC,BO_ENVOLVIDO,5,LOCAL_REGISTRO,VARCHAR2,4,,Y
NEAC,BO_ENVOLVIDO,6,DATA_HORA_REGISTRO,TIMESTAMP(6),11,,Y
NEAC,BO_SI_NEAC_VITIMA,1,BO_PC_SISPOL,VARCHAR2,255,,Y
NEAC,CAD_UNIQUE,1,ID,NUMBER,22,,N
NEAC,CAD_UNIQUE,2,NOME,VARCHAR2,255,,N
NEAC,CAD_UNIQUE,3,COGNOME,VARCHAR2,255,,Y
NEAC,CAD_UNIQUE,4,CPF,VARCHAR2,255,,Y
NEAC,CAD_UNIQUE,5,RG,VARCHAR2,255,,Y
NEAC,CAD_UNIQUE,6,ORGAO_RG,VARCHAR2,255,,Y
NEAC,CAD_UNIQUE,7,MAE,VARCHAR2,255,,Y
